lat,lon,value,tooltip
39.751586,-104.99699,0.00733272227314,"80202 - 32 companies - Agent Video Intelligence, ASTECH InterMedia, Catalyst Repository Systems, Closely, CloudCenter, ... - 0.00733272227314 per person"
47.618371,-122.20308,0.00181015452539,"98004 - 41 companies - Alerts, AppInder, Apptio, Ascentium, Atigeo, ... - 0.00181015452539 per person"
47.611021,-122.16858,0.00111182632103,"98005 - 19 companies - Action Engine, Ascentis, BlueKai, Expedia, Eyealike, ... - 0.00111182632103 per person"
47.562975,-122.1526,0.00036793841277,"98006 - 13 companies - BigDoor Media, BuzzologySurveys, Fizmo, Light Sciences Oncology, LocalBlox, ... - 0.00036793841277 per person"
47.610935,-122.14104,0.000650815688997,"98007 - 15 companies - Amain Infotech, AskMe Corp, Blade Games World, Centeris Corporation, DataSphere, ... - 0.000650815688997 per person"
39.63298,-106.51534,0.000100310963988,81620 - 1 company - Natural Cleaners Colorado - 0.000100310963988 per person
47.609222,-122.1155,0.000297593742029,"98008 - 7 companies - Adoozle, eNom, HotelsOutlook, iClarity ?, NameJet, ... - 0.000297593742029 per person"
40.842962,-73.14303,0.000216747344845,"11767 - 3 companies - BenjaminMarc.com, Exobit Networks, Long Island Fiber Exchange - 0.000216747344845 per person"
47.663945,-117.43185,0.000177541056369,"99201 - 2 companies - Advantage IQ, NextIT - 0.000177541056369 per person"
37.112915,-76.43591,5.39374325782e-05,23693 - 1 company - Cybernetics - 5.39374325782e-05 per person
38.502854,-90.46088,2.41645119977e-05,63026 - 1 company - Iron Solutions - 2.41645119977e-05 per person
39.898107,-86.18232,6.34880325059e-05,"46260 - 2 companies - IndyGeek, PolicyStat - 6.34880325059e-05 per person"
38.99756,-76.92577,3.22154569763e-05,20740 - 1 company - SET Consulting - 3.22154569763e-05 per person
38.576253,-90.53117,3.66568914956e-05,"63021 - 2 companies - Electronic Media Publishing, wondertouch - 3.66568914956e-05 per person"
40.270367,-76.7048,5.31180282588e-05,17036 - 1 company - Transcore - 5.31180282588e-05 per person
38.886812,-76.90645,2.40679679415e-05,20743 - 1 company - TelecoTech - 2.40679679415e-05 per person
40.943525,-73.88176,3.13897826258e-05,"10701 - 2 companies - CYBRA, Jodange - 3.13897826258e-05 per person"
39.897548,-86.22546,8.6396820597e-05,"46268 - 2 companies - Adayana, BlueLock - 8.6396820597e-05 per person"
41.054568,-74.09616,9.14160343724e-05,07458 - 1 company - Generation Health - 9.14160343724e-05 per person
40.992084,-73.8729,0.00021769892239,"10706 - 2 companies - Eat Media, Talk2Us - 0.00021769892239 per person"
30.349455,-97.73328,4.66962409526e-05,78757 - 1 company - Monstrous - 4.66962409526e-05 per person
42.46617,-88.09995,5.14350375476e-05,60002 - 1 company - ISpottedYou.com - 5.14350375476e-05 per person
28.172041,-80.59957,3.72203818811e-05,32937 - 1 company - OBE Pro - 3.72203818811e-05 per person
42.005978,-87.99847,2.84397929583e-05,60007 - 1 company - MEA Incorporated - 2.84397929583e-05 per person
36.517261,-121.89436,7.62892889838e-05,93923 - 1 company - WorldMusicLink - 7.62892889838e-05 per person
42.069327,-87.98464,0.000102799575095,"60005 - 3 companies - ABCi Interactive, DataCo, Peoplefilter Technology - 0.000102799575095 per person"
33.479467,-117.20933,0.000653381247958,"92590 - 2 companies - Fundgrazing.com, PlantCML - 0.000653381247958 per person"
42.496679,-71.27504,0.00159159637116,"01730 - 20 companies - Anika Therapeutics, Casenet, Empirix, GateRocket, Hologic, ... - 0.00159159637116 per person"
40.471468,-79.95726,0.00027921262041,"15201 - 4 companies - ModCloth, Penthera Partners, RedZone Robotics, Songwhale - 0.00027921262041 per person"
38.00847,-78.47803,0.000379034004765,"22902 - 7 companies - Diffusion Pharmaceuticals, Eye Response Technologies, Hotelicopter, Inova Solutions, Internet Payment Solutions, ... - 0.000379034004765 per person"
42.07506,-88.02508,0.000128655973926,"60008 - 3 companies - Adesso Solutions, Fastmobile, TicketsNow - 0.000128655973926 per person"
26.382408,-80.16699,4.82439212659e-05,33434 - 1 company - PaidSupport.com - 4.82439212659e-05 per person
40.659514,-111.92226,5.41374549982e-05,"84123 - 2 companies - FutureVision Technologies, Sorenson Media - 5.41374549982e-05 per person"
37.374421,-122.213,0.000303260045489,"94028 - 2 companies - Class V Group, GroupCard - 0.000303260045489 per person"
40.625621,-111.8158,0.000139684313452,"84121 - 6 companies - Blue Source, Fusion-io, Mangia, mediaFORGE, Sendside Networks, ... - 0.000139684313452 per person"
33.890566,-118.23666,4.22806164514e-05,"90220 - 2 companies - EnLink Geoenergy, OneStop Internet - 4.22806164514e-05 per person"
37.206624,-93.29923,0.000180619524971,"65806 - 2 companies - Classy Llama Studios, Ensign Technologies - 0.000180619524971 per person"
29.991051,-90.2469,0.000107880683964,"70062 - 2 companies - Big Easy Blends, GourmetFoodMall.com - 0.000107880683964 per person"
37.37714,-122.12412,0.00119137875014,"94022 - 22 companies - BestInClass.com, BruteSoft, Crowd Technologies, Fanminder, Fortressware, ... - 0.00119137875014 per person"
37.168435,-93.31297,2.03533338761e-05,65807 - 1 company - The Food Channel - 2.03533338761e-05 per person
37.458615,-122.20009,0.000875018229546,"94027 - 6 companies - Apparent Networks, DevHD, IncellDx, InviteShare, NutshellMail, ... - 0.000875018229546 per person"
37.353741,-122.08717,0.000139671306858,"94024 - 3 companies - Clue Hut, Rec.fm, SezWho - 0.000139671306858 per person"
37.451688,-122.18385,0.00227848749392,"94025 - 89 companies - Acclarent, Agilewaves, Apieron, Apixio, Arista Networks, ... - 0.00227848749392 per person"
38.796601,-90.78525,0.000121995852141,"63367 - 1 company - StaffKit, Inc. - 0.000121995852141 per person"
45.481791,-122.64055,8.01903183556e-05,"97202 - 3 companies - BIT TV, Network Redux, Revelation - 8.01903183556e-05 per person"
45.49894,-122.68781,0.000280448717949,"97201 - 7 companies - Apogee Informatics, BlueTech, Cheetah Medical, Extensis, Giftango, ... - 0.000280448717949 per person"
43.662892,-72.36825,0.000109027474924,05001 - 1 company - groSolar - 0.000109027474924 per person
48.943476,-122.45723,5.95415302173e-05,98264 - 1 company - DataFeedScripts - 5.95415302173e-05 per person
45.52054,-122.68573,0.00160978750805,"97205 - 10 companies - CollegeNET, FreeRange, Jama Software, Jive Software, Matradee.com, ... - 0.00160978750805 per person"
45.51854,-122.6755,0.0106141015921,"97204 - 14 companies - Avatron Software, Conducive Technology, Elemental Technologies, GadgetTrak, iovation, ... - 0.0106141015921 per person"
43.313361,-88.37332,5.24879277766e-05,53027 - 1 company - API Healthcare - 5.24879277766e-05 per person
39.579454,-104.88288,0.00120303535073,"80112 - 26 companies - Ciris Energy, ControlPath, CSG Systems, DefiniteBlue Solutions, DemandPoint, ... - 0.00120303535073 per person"
45.52889,-122.68458,0.00259035401505,"97209 - 21 companies - ActiveTrak, BrowserMob, Emerge Interactive, Empire Group, eROI, ... - 0.00259035401505 per person"
43.32546,-87.94573,6.89322396085e-05,53024 - 1 company - Base2 - 6.89322396085e-05 per person
39.355957,-104.7241,0.000267522739433,80116 - 1 company - Synapse - 0.000267522739433 per person
38.889111,-77.4363,0.000582682671017,"20151 - 10 companies - BIA Financial Network, Blue Ridge Networks, Brainbench, CVG, DS3 DataVaulting, ... - 0.000582682671017 per person"
44.006024,-73.172,9.90491283677e-05,05753 - 1 company - Timberline Interactive - 9.90491283677e-05 per person
34.07711,-118.30755,2.94767870302e-05,"90004 - 2 companies - Fabric Interactive, The Economist Group - 2.94767870302e-05 per person"
26.924709,-80.08119,8.40124338402e-05,33477 - 1 company - Flow Search - 8.40124338402e-05 per person
41.249405,-81.34404,7.57805395574e-05,44241 - 1 company - Foodio54 - 7.57805395574e-05 per person
34.026448,-118.2829,6.66355700673e-05,"90007 - 3 companies - AmazonPriceTracker, booksRhere, ePillager - 6.66355700673e-05 per person"
40.707904,-74.01342,0.00760193503801,"10006 - 11 companies - A-1 Technology, Briteclick, CheetahMail, Email Data Source, Fog Creek Software, ... - 0.00760193503801 per person"
38.622601,-90.26182,9.91915885533e-05,"63110 - 2 companies - Mid-America Transplant Services, Veran Medical Technologies - 9.91915885533e-05 per person"
38.661351,-90.28434,4.40955992592e-05,63112 - 1 company - Waste Remedies - 4.40955992592e-05 per person
42.27279,-72.68677,5.71787981017e-05,01027 - 1 company - Atalasoft - 5.71787981017e-05 per person
38.702651,-90.36109,2.59882013566e-05,63114 - 1 company - Ridemakerz - 2.59882013566e-05 per person
38.628402,-90.32636,0.00051171835022,"63117 - 5 companies - Integrity, Prevuu, RJ/RG LLC, Roundthird, Vibe Solutions Group - 0.00051171835022 per person"
21.2782,-157.82199,7.27087650416e-05,"96815 - 2 companies - chi.mp , Digital Natives Marketing - 7.27087650416e-05 per person"
45.092448,-87.64929,6.24804748516e-05,54143 - 1 company - Midwest Data Systems - 6.24804748516e-05 per person
40.750742,-73.99653,0.00641247833622,"10001 - 111 companies - Advantage Media, Affinitive, Answers Corporation, ArtNeighbor, Associated Press, ... - 0.00641247833622 per person"
26.305433,-80.18287,4.97735304365e-05,33073 - 1 company - Medical Biz Solutions - 4.97735304365e-05 per person
36.1832,-85.52054,3.03895946028e-05,38501 - 1 company - N2 The Net - 3.03895946028e-05 per person
26.30116,-80.2731,5.0735667174e-05,33076 - 1 company - 123Deals.com - 5.0735667174e-05 per person
21.3307,-157.85913,1.92145107986e-05,96817 - 1 company - FutonMedia - 1.92145107986e-05 per person
30.512458,-87.88559,4.54050127134e-05,36532 - 1 company - RIISnet - 4.54050127134e-05 per person
41.946431,-87.74576,1.35457303858e-05,60641 - 1 company - GeekExtreme.com - 1.35457303858e-05 per person
41.973181,-87.6665,5.40321491287e-05,"60640 - 4 companies - Chitown Deals, Coupon Tweet, crowdclick, Mightybytes - 5.40321491287e-05 per person"
21.284,-157.79925,4.09508794201e-05,"96816 - 2 companies - PapayaSun, TravelMob - 4.09508794201e-05 per person"
33.04867,-96.99321,8.32500832501e-05,75057 - 1 company - SodaPop Media - 8.32500832501e-05 per person
41.921126,-87.70085,9.11217082283e-05,"60647 - 9 companies - PageTraffic, Sheridan Partners Corporate Development, SugarSnap, The Beer Mapping Project, The Toilet Paper, ... - 9.11217082283e-05 per person"
33.689558,-111.96463,0.000492125984252,85054 - 1 company - Axway - 0.000492125984252 per person
33.683603,-111.99271,5.21457996558e-05,85050 - 1 company - Holy Bible Trivia - 5.21457996558e-05 per person
40.278086,-111.71067,7.07939541963e-05,"84058 - 2 companies - Armor Data Systems, ioVentures - 7.07939541963e-05 per person"
25.699968,-80.40811,2.82310428547e-05,"33183 - 1 company - LaptopMemo, Gadget Reviews & News - 2.82310428547e-05 per person"
40.311854,-111.70561,5.64190809332e-05,"84057 - 2 companies - Curve Dental, XO Skins - 5.64190809332e-05 per person"
40.843012,-111.90581,0.000114272654554,84054 - 1 company - Footnote - 0.000114272654554 per person
43.127195,-77.72465,2.61567837619e-05,14624 - 1 company - Fuecotech Inc. - 2.61567837619e-05 per person
43.143663,-77.51114,9.26612305411e-05,14625 - 1 company - FloodWatch - 9.26612305411e-05 per person
33.923365,-118.27591,4.0811329225e-05,90061 - 1 company - VersaTables - 4.0811329225e-05 per person
43.087613,-77.6352,0.000292109394968,"14623 - 8 companies - Chapman Instruments, dotSyntax, ItRunsInMyFamily.com, LakeMaster Corporation, QuoJax, ... - 0.000292109394968 per person"
25.662292,-80.40947,3.33694836072e-05,"33186 - 2 companies - NannyToYou, Webmoblink - 3.33694836072e-05 per person"
38.019022,-122.54589,0.000281680222527,"94903 - 8 companies - Autodesk , bzhive, DAVA Consulting, Lexnet Consulting Group, PrimaDesk, ... - 0.000281680222527 per person"
43.04117,-86.19013,7.15077407129e-05,"49417 - 2 companies - Brilliance Audio, Motio - 7.15077407129e-05 per person"
30.403341,-91.08035,0.000154663092231,"70809 - 3 companies - Newstwit, Portico Learning Solutions, Therapeutic Peptides - 0.000154663092231 per person"
43.885863,-107.36569,0.0012987012987,82442 - 1 company - Eleutian Technology - 0.0012987012987 per person
34.107559,-118.22663,2.10419998317e-05,90065 - 1 company - Loomic Labs - 2.10419998317e-05 per person
33.611272,-117.66681,4.31313349148e-05,"92691 - 2 companies - SmallBusinessExpo, Vigilistics - 4.31313349148e-05 per person"
37.288807,-80.07821,5.61924027871e-05,"24153 - 2 companies - Reputation Armor, Synchrony - 5.61924027871e-05 per person"
40.238258,-74.7805,2.69222485462e-05,08618 - 1 company - Mednet Healthcare Technologies - 2.69222485462e-05 per person
40.240558,-74.69588,0.000177754077234,"08619 - 4 companies - Bullrun Financial, M&B Technologies, Two Animators! LLP, Voxware, Inc. - 0.000177754077234 per person"
39.557096,-84.22688,0.000119767650758,"45066 - 2 companies - Park Sidekick, Parts Express - 0.000119767650758 per person"
39.343757,-84.40249,7.00705376746e-05,"45069 - 3 companies - Advantage RN, iNET Interactive, Jack of All Games - 7.00705376746e-05 per person"
42.599133,-83.15235,8.89323669349e-05,"48098 - 4 companies - BannerSnack, Delphi, Spinscape, TelNet Worldwide - 8.89323669349e-05 per person"
41.844087,-69.98921,0.0001833852925,02642 - 1 company - KISS Computing - 0.0001833852925 per person
33.024721,-96.74038,5.77117299091e-05,"75075 - 2 companies - NetSocket, Perot Systems - 5.77117299091e-05 per person"
41.144661,-81.61948,5.27481801878e-05,44333 - 1 company - Blue Frog Gaming - 5.27481801878e-05 per person
41.236331,-75.87254,1.96807777843e-05,18702 - 1 company - theThinkHouse.com - 1.96807777843e-05 per person
41.243181,-75.88438,0.000814111261872,"18701 - 3 companies - Neophyte, LLC, Pepperjam Network, Pepperjam Network - 0.000814111261872 per person"
33.931746,-84.37817,0.00059231385666,"30328 - 17 companies - AirSage, CDC Software, Cox Enterprises, Draper & Associates, Ebix, ... - 0.00059231385666 per person"
39.423344,-77.38902,0.000154985896283,"21701 - 5 companies - Akonni Biosystems, Regent Education, Welocalize, Widearea Systems, Yakabod - 0.000154985896283 per person"
33.793754,-84.3238,0.000580046403712,30322 - 1 company - Adept Marketing Agency - 0.000580046403712 per person
30.450122,-97.623,2.90461252469e-05,78660 - 1 company - DigiWorks - 2.90461252469e-05 per person
39.264409,-79.3654,0.00280898876404,26707 - 1 company - Lulu - 0.00280898876404 per person
33.86427,-84.41972,9.52244917393e-05,"30327 - 2 companies - Easy Autos, nxwrld.com - 9.52244917393e-05 per person"
33.849853,-84.3606,0.0102325581395,"30326 - 11 companies - Click Fox, Clickscape, Hannon Hill, Inveshare, Mobilization Labs, ... - 0.0102325581395 per person"
30.514401,-97.65549,2.16933856867e-05,78664 - 1 company - SalesVu - 2.16933856867e-05 per person
33.818304,-84.35779,0.000147659595413,"30324 - 3 companies - Compendr, Definition 6, Vantage Share - 0.000147659595413 per person"
37.674431,-122.08883,1.65964085372e-05,94541 - 1 company - buddystumbler - 1.65964085372e-05 per person
37.635582,-122.10418,0.00047627770654,"94545 - 13 companies - Acologix, Advanced Cell Diagnostics, Anthera Pharmaceuticals, ConXtech, Glimmerglass Networks, ... - 0.00047627770654 per person"
37.633732,-122.06101,2.74032664694e-05,"94544 - 2 companies - OptiSolar R&D, Wohler Technologies - 2.74032664694e-05 per person"
36.9761,-121.95316,0.00020710365538,"95010 - 2 companies - Falafel Software, HRmarketer.com - 0.00020710365538 per person"
36.768856,-121.75105,0.000116795141322,95012 - 1 company - The Original Smudg G'Luv - 0.000116795141322 per person
37.317909,-122.04779,0.000900536646328,"95014 - 49 companies - Adomo, Aloki Inc., Apple, ArcSight, Baynote, ... - 0.000900536646328 per person"
35.155811,-106.56662,2.44768082242e-05,87109 - 1 company - Mouthweight - 2.44768082242e-05 per person
40.503746,-111.96327,3.0050785828e-05,84065 - 1 company - Linux Networx - 3.0050785828e-05 per person
31.535916,-97.18588,8.86839304718e-05,"76710 - 2 companies - Buy My Policy Online, IonLogix Systems - 8.86839304718e-05 per person"
29.735832,-82.39008,7.83821915661e-05,32653 - 1 company - Fracture - 7.83821915661e-05 per person
35.083946,-106.64792,0.000223723656539,"87102 - 5 companies - Biomoda, iosil Energy, Nexicon, SpaBoom, Sevence - 0.000223723656539 per person"
30.411391,-91.1497,2.93023119524e-05,70808 - 1 company - TraceSecurity - 2.93023119524e-05 per person
35.134094,-106.64073,3.24875735031e-05,87107 - 1 company - Innovasic Semiconductor - 3.24875735031e-05 per person
35.078246,-106.61747,0.000195480491047,"87106 - 5 companies - Enerpulse, Exagen Diagnostics, Lumidigm, Reelzchannel, TruTouch Technologies - 0.000195480491047 per person"
39.88488,-74.90416,4.97586704483e-05,"08053 - 2 companies - Acsis, GlobalPrint Systems - 4.97586704483e-05 per person"
39.968962,-74.9489,0.000103492884864,"08057 - 2 companies - Conigent, Iridian Technologies - 0.000103492884864 per person"
39.949446,-74.90342,0.000124313169737,"08054 - 5 companies - Celebrity Seats, ImpactRx, Inventa Technologies, TeleSciences, TimeSight Systems - 0.000124313169737 per person"
39.865272,-74.8185,3.69426280986e-05,08055 - 1 company - Alpha Channel Media - 3.69426280986e-05 per person
28.042948,-81.9849,7.34214390602e-05,33815 - 1 company - TournEase - 7.34214390602e-05 per person
43.609434,-116.39642,4.35028494366e-05,"83642 - 2 companies - Bodybuilding.com, MobileDataforce - 4.35028494366e-05 per person"
27.434755,-82.40211,6.52103032279e-05,34202 - 1 company - HY-TEK Sports Software - 6.52103032279e-05 per person
27.448369,-82.52324,0.000384364069647,"34203 - 10 companies - AlphaPoint Technology, BrowserObject, FraudLabs, GeoDataSource, GOBUILDWEBSITE.COM, ... - 0.000384364069647 per person"
27.485617,-82.58294,6.28594776377e-05,"34205 - 2 companies - Tarpon Towers, The Bradenton Times - 6.28594776377e-05 per person"
43.705551,-116.36346,0.000198530871551,"83616 - 3 companies - Answer Idaho, Sky Detective, UGOBE - 0.000198530871551 per person"
30.494623,-97.75687,0.000245459008346,"78717 - 2 companies - HealthTronics, UnboundID - 0.000245459008346 per person"
36.855247,-76.21233,9.37119295286e-05,"23502 - 2 companies - Portfolio Recovery Associates, 1-800-905-GEEK - 9.37119295286e-05 per person"
40.92169,-73.96482,0.000144864551644,"07670 - 2 companies - BitWine, Fleaflicker - 0.000144864551644 per person"
40.74765,-74.25881,5.85377275654e-05,07079 - 1 company - ShareMethods - 5.85377275654e-05 per person
40.73915,-74.32749,7.78270682543e-05,07078 - 1 company - Icorp Investigations NJ - 7.78270682543e-05 per person
27.240571,-82.47836,7.12149266486e-05,34238 - 1 company - Second Half Playbook - 7.12149266486e-05 per person
35.865441,-78.54929,0.000136524984072,"27616 - 3 companies - Mackay Satellite, Search Creatively, SignalShare - 0.000136524984072 per person"
35.891726,-78.63203,0.000173164456758,"27615 - 7 companies - Boxt Containers, DriftToIt, Etix, SEOMic, Trackur, ... - 0.000173164456758 per person"
35.939255,-78.60317,9.05387052965e-05,27614 - 1 company - Zaloni - 9.05387052965e-05 per person
40.808416,-74.12111,0.00020636640355,"07071 - 4 companies - CommuTweet, Groove Club, IncentOne, Zinkk - 0.00020636640355 per person"
40.828922,-74.11064,0.000165654334622,"07070 - 3 companies - Alarity, ShopaService, ShopaService.com - 0.000165654334622 per person"
35.767829,-78.5861,2.30627306273e-05,27610 - 1 company - AmeriGlide - 2.30627306273e-05 per person
40.821482,-74.42648,0.000358680057389,"07981 - 3 companies - Automoti Group, Ecommerce Solutions, HIGH-SPEED SOLUTIONS - 0.000358680057389 per person"
35.237142,-78.36593,0.000211595429539,28366 - 1 company - StickyLife - 0.000211595429539 per person
37.62421,-97.36312,3.33500083375e-05,67217 - 1 company - Amerifun - 3.33500083375e-05 per person
38.06317,-122.54111,0.000224550898204,"94949 - 3 companies - MoDazzle, PAX Streamline, TimeLapse mobile - 0.000224550898204 per person"
41.8124,-71.36834,4.405868617e-05,02914 - 1 company - ADI Time - 4.405868617e-05 per person
38.117065,-122.56316,0.000121780429885,"94945 - 2 companies - Sonic Solutions, Tech Investor News - 0.000121780429885 per person"
38.098221,-122.59809,4.04465296878e-05,94947 - 1 company - Ctuit Software - 4.04465296878e-05 per person
37.898058,-122.54134,0.000278570931123,"94941 - 8 companies - Brownbook.net, Checkster, Fluid Entertainment, GoLightly, Good Dog Design, ... - 0.000278570931123 per person"
40.108943,-74.85548,4.53001132503e-05,19007 - 1 company - Nitric Bio - 4.53001132503e-05 per person
34.855962,-92.21997,7.19890576632e-05,"72120 - 2 companies - Lee Enterprises, National Business Brokerage - 7.19890576632e-05 per person"
42.624015,-70.67552,9.90982063225e-05,"01930 - 3 companies - Free Flow Power, GroundedPower, Stimulate Solutions - 9.90982063225e-05 per person"
36.096998,-94.2486,7.44601638124e-05,72704 - 1 company - cr?v - 7.44601638124e-05 per person
41.175947,-73.13515,5.62492968838e-05,06615 - 1 company - Sikorsky Aircraft - 5.62492968838e-05 per person
